Address,Latitude,Longitude,APC,LP,PDP,NNPP
"UDOKA P/S I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,4,62,1,1
"UDOKA P/S II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,60,3,0
"ILO EKWEGBALU I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,45,1,2
"ILO EKWEGBALU II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,90,1,0
"COMMUNITY P/S I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,112,3,1
"COMMUNITY P/S II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,125,1,1
"COMMUNITY SECONDARY SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,150,4,1
"COMMUNITY SECONDARY SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,146,0,0
"ILO EKWEGBALU III, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,221,1,0
"COMMUNITY P/S III, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,110,2,0
"IDEANI COMMUNITY HALL, IDEMILI NORTH, ANAMBRA",6.089216,6.9320887,1,97,3,0
"CENTRAL SCHOOL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,6,198,4,1
"COMMUNITY P/S I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,122,5,1
"URUEZE VILLAGE HALL I, IDEMILI NORTH, ANAMBRA",6.1110389,6.9564785,2,76,3,1
"URUCHEM VILLAGE HALL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,142,2,0
"URUEZE VILLAGE HALL II, IDEMILI NORTH, ANAMBRA",6.1110389,6.9564785,1,64,1,0
"TOP PETROL STATION SQUARE I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,222,1,1
"TOP PETROL STATION SQUARE II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,162,0,0
"OBOSI TOWN HALL II, IDEMILI NORTH, ANAMBRA",6.114766,6.829196,0,0,0,0
"ABOR VILLAGE SQUARE I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,2,161,1,0
"OBOSI CENTRAL SCHOOL III, IDEMILI NORTH, ANAMBRA",6.1119687,6.8324201,3,185,4,0
"IRE PRY. SCHOOL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,139,13,0
"OBODO UROWULU, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,112,1,0
"ST. MARY NURSERY/PRY. SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,170,2,0
"COMPREHENSIVE SECONDARY SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,224,2,4
"CENTRAL SCHOOL, IYI-ENU I, IDEMILI NORTH, ANAMBRA",6.1546965,6.8497928,0,0,0,0
"ILO UMUODIA NKWELLE OGIDI II, IDEMILI NORTH, ANAMBRA",6.2093598,6.84046,2,118,0,3
"OGBOR P/S II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,175,24,0
"CENTRAL SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,88,8,1
"URUNA AKANANO CENTRAL SCHOOL I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,155,17,0
"URUNA AKANANO CENTRAL SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,2,160,17,2
"OGIDI TOWN HALL II, IDEMILI NORTH, ANAMBRA",6.1404386,6.9014673,1,100,5,0
"OYE OGIDI P/S I, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,1,176,4,1
"OYE OGIDI P/S II, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,1,119,2,0
"EZI OGIDI P/S I, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,1,210,3,0
"EZI ELIELI SQUARE I, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,70,11,0
"OGBOR P/S IV, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,5,91,12,1
"ILO OGBE OZALLA I, IDEMILI NORTH, ANAMBRA",6.1119687,6.8324201,1,176,8,0
"ILO OGBE OZALLA III, IDEMILI NORTH, ANAMBRA",6.1119687,6.8324201,2,129,1,0
"ILO AJILIJA, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,97,11,0
"OGIDI TOWN HALL III, IDEMILI NORTH, ANAMBRA",6.1404386,6.9014673,2,66,7,2
"EZI ELIELI SQUARE II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,75,13,1
"EZI OGIDI P/S II, IDEMILI NORTH, ANAMBRA",6.1452777,6.9048148,2,119,2,0
"CENTRAL SCHOOL II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,2,222,3,1
"UDOAGBA II, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,6,99,2,0
"IFITE ORA P/S I, IDEMILI NORTH, ANAMBRA",6.1143523,6.8991375,0,164,0,2
"COMMUNITY PRIMARY SCHOOL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,129,3,1
"COMMUNITY PRIMARY SCHOOL V, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,115,0,0
"COMMUNITY PRIMARY SCHOOL VI, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,127,1,0
"COMMUNITY PRY. SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,118,2,0
"OKWU MEMORIAL P/SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,215,5,0
"OKWU MEMORIAL P/SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,126,3,0
"OKWU MEMORIAL P/SCHOOL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,123,1,0
"OKWU MEMORIAL P/SCHOOL V, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,107,2,1
"NKWO IDE PUBLIC SQUARE II, IDEMILI-SOUTH, ANAMBRA",6.0792092,6.9656677,10,95,0,0
"NKWO IDE PUBLIC SQUARE IV, IDEMILI-SOUTH, ANAMBRA",6.0792092,6.9656677,0,67,0,0
"NKWO IDE PUBLIC SQUARE V, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,5,92,0,0
"EJIGHINANDU HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,150,1,1
"UMUNOCHA HALL I, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,2,103,1,1
"UMUNOCHA HALL II, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,12,97,1,2
"UMUNOCHA HALL III, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,1,85,1,0
"UMUNOCHA HALL IV, IDEMILI-SOUTH, ANAMBRA",6.0327217,6.9537248,2,71,0,1
"UMUDUNU HALL I, IDEMILI-SOUTH, ANAMBRA",6.0262297,6.9694734,2,236,3,0
"UMUDUNU HALL II, IDEMILI-SOUTH, ANAMBRA",6.0262297,6.9694734,7,160,1,1
"UMUDUNU HALL III, IDEMILI-SOUTH, ANAMBRA",6.0262297,6.9694734,2,159,0,0
"NNABA HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,118,1,0
"NNABA HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,52,0,1
"NNABA HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,125,6,0
"OGWUGWU IDEANI PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.0894662,6.9328223,0,129,0,4
"OGWUGWU IDEANI PRY. SCHOOL III, IDEMILI-SOUTH, ANAMBRA",6.0894662,6.9328223,1,88,0,0
"UMUOGHAJI HALL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,76,3,0
"COMMUNITY CENTRAL SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,171,3,0
"COMMUNITY CENTRAL SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,221,1,0
"UMUAFOR VILLAGE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,166,3,3
"UMUAFOR VILLAGE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,177,1,1
"AMADUNU SQUARE, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,206,0,0
"AMADUNU HALL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,206,0,0
"EBENESI PRIMARY SCHOOL, IDEMILI-SOUTH, ANAMBRA",6.0459063,7.0267868,2,173,2,0
"OBI MEMORIAL PRY. SCHOOL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,276,7,0
"UMUEFI HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,122,0,0
"BRIGHT PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,6,176,3,0
"ENUOGWUGWU HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,9,176,0,0
"ENUOGWUGWU HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,146,0,2
"ENUOGWUGWU HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,148,1,2
"ENUOGWUGWU HALL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,200,2,0
"OGANIRU PRY. SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,247,0,2
"OGANIRU PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,165,0,2
"OGANIRU PRY. SCHOOL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,187,1,1
"OGANIRU PRY. SCHOOL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,190,0,0
"AFOR HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,192,3,2
"AFOR HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,169,0,0
"AFOR HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,169,0,0
"AFOR HALL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,176,0,2
"UMUECHEM HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,5,144,0,0
"UMUECHEM HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,5,144,0,0
"EZIEKE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,60,0,0
"EZIEKE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,55,1,0
"UDEKWE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,116,0,0
"UDEKWE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,93,2,0
"UDEKWE HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,89,0,2
"UDEKWE HALL IV, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,85,1,0
"URUONE PRY. SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,32,0,0
"URUONE PRY. SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,3,70,1,0
"HEALTH CENTRE I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,1,51,1,0
"HEALTH CENTRE II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,55,0,0
"AMA UGOCHUKWU HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,125,0,0
"AMA UGOCHUKWU HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,121,3,2
"AMA UGOCHUKWU HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,4,122,1,0
"OJOR VILLAGE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,6,60,0,0
"OJOR VILLAGE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,10,50,0,0
"IRE VILLAGE HALL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,14,78,1,2
"IRE VILLAGE HALL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,6,74,1,0
"IRE VILLAGE HALL III, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,56,0,4
"EZEANI C/S I, IHALA, ANAMBRA",6.2208997,6.9369559,1,62,1,0
"UMUABALIKE C/S, IHALA, ANAMBRA",5.8569069,6.7955832,1,89,0,0
"OUR LADY OF LOURDES, IHALA, ANAMBRA",5.8516439,6.8511814,0,91,0,0
"UMUDIMOGO P/S I, IHALA, ANAMBRA",5.845436,6.8694065,0,72,0,0
"OBODOAWA P/S, IHALA, ANAMBRA",5.8516439,6.8511814,0,68,0,0
"MBARAKPAKA C/S I, IHALA, ANAMBRA",5.8569069,6.7955832,0,138,0,1
"EZEANI C/S II, IHALA, ANAMBRA",5.8569069,6.7955832,0,79,0,0
"HOLY GHOST JUNIORATE II, IHALA, ANAMBRA",5.8640993,6.8587974,2,71,0,0
"UMUNNAMEHI COMM. SCH. II, IHALA, ANAMBRA",5.8516439,6.8511814,0,117,0,0
"MBARAKPAKA C/S II, IHALA, ANAMBRA",5.8569069,6.7955832,0,67,0,0
"UMUDIMOGO P/S II, IHALA, ANAMBRA",5.845436,6.8694065,0,73,0,0
"ST. PETERS UMUDIOHA II, IHALA, ANAMBRA",5.8516439,6.8511814,0,55,0,0
"UMUAKIKE C/S, IHALA, ANAMBRA",5.8569069,6.7955832,0,45,0,0
"NDIEZIKE P/S, IHALA, ANAMBRA",5.8569069,6.7955832,0,94,1,0
"OKOHIA C/S I, IHALA, ANAMBRA",5.8516439,6.8511814,0,103,0,0
"UMUEZE C/SCHOOL I, IHALA, ANAMBRA",6.3257805,6.8190224,0,56,1,0
"LOCAL GOVERNMENT CLINIC I, IHALA, ANAMBRA",5.8516439,6.8511814,0,49,0,0
"OKOHIA C/S II, IHALA, ANAMBRA",5.8516439,6.8511814,0,91,0,0
"LOCAL GOVERNMENT CLINIC II, IHALA, ANAMBRA",5.8516439,6.8511814,0,57,0,0
"ST. JUDE S/SCHOOL, IHALA, ANAMBRA",5.8422321,6.8560664,0,77,0,0
"UMUEZE C/SCHOOL II, IHALA, ANAMBRA",6.3257805,6.8190224,0,41,0,0
"UMUEZE C/SCHOOL II, IHALA, ANAMBRA",6.3257805,6.8190224,0,103,0,0
"AMORKA TOWN SCHOOL I, IHALA, ANAMBRA",5.8569069,6.7955832,0,94,1,0
"AMORKA COMM. HIGH SCHOOL I, IHALA, ANAMBRA",5.7534144,6.8789206,0,90,0,0
"UNITY SCHOOL AMORKA I, IHALA, ANAMBRA",5.7319945,6.8734847,0,0,0,0
"AMORKA COMM. HIGH SCHOOL II, IHALA, ANAMBRA",5.7534144,6.8789206,0,44,0,0
"UNITY SCHOOL AMORKA II, IHALA, ANAMBRA",5.7319945,6.8734847,0,18,0,0
"AMORKA TOWN SCHOOL II, IHALA, ANAMBRA",5.8569069,6.7955832,0,31,0,0
"UMUEZEALA VILLAGE SQUARE II, IHALA, ANAMBRA",5.8569069,6.7955832,0,23,0,0
"UNITY SCHOOL AMORKA III, IHALA, ANAMBRA",5.7319945,6.8734847,0,31,0,0
"UMUEZEAWALA C.P.S I, IHALA, ANAMBRA",5.8516439,6.8511814,1,42,0,0
"IHITE P/SCHOOL I, IHALA, ANAMBRA",5.9303886,7.2598913,0,20,0,0
"UMUDARA C.P.S I, IHALA, ANAMBRA",5.8167,6.8167,0,26,0,0
"UMUEZEAWALA C.P.S II, IHALA, ANAMBRA",5.8516439,6.8511814,1,54,0,0
"IHITE CENTRAL SCHOOL I, IHALA, ANAMBRA",5.8317767,6.8216159,0,56,0,0
"UMUDARA C.P.S II, IHALA, ANAMBRA",5.8167,6.8167,0,32,0,0
"IHITE P/SCHOOL II, IHALA, ANAMBRA",5.9303886,7.2598913,0,23,0,0
"IHITE CENTRAL SCHOOL II, IHALA, ANAMBRA",5.8317767,6.8216159,0,43,0,0
"JUBILEE SEC. SCHOOL, IHALA, ANAMBRA",5.8569069,6.7955832,0,44,0,0
"UMUEZEAWALA C.P.S III, IHALA, ANAMBRA",5.8516439,6.8511814,2,39,1,0
"IHITE CENTRAL SCHOOL III, IHALA, ANAMBRA",5.8317767,6.8216159,0,34,0,0
"IHITE P/SCHOOL III, IHALA, ANAMBRA",5.9303886,7.2598913,0,13,0,0
"IHITE P/SCHOOL IV, IHALA, ANAMBRA",5.9303886,7.2598913,0,16,0,0
"UBAHUEKWEM C.P.S I, IHALA, ANAMBRA",5.8569069,6.7955832,0,125,0,0
"AKWA C.S.S, IHALA, ANAMBRA",5.8516439,6.8511814,0,90,0,0
"AFOR IGWE P/S I, IHALA, ANAMBRA",6.1637619,6.9183277,1,95,0,0
"NKWOGBE P/S I, IHALA, ANAMBRA",5.8569069,6.7955832,0,56,0,0
"AKWA P/S I, IHALA, ANAMBRA",5.8516439,6.8511814,0,67,0,0
"OGBOLO PREMIER SCHOOL I, IHALA, ANAMBRA",5.8569069,6.7955832,1,56,1,0
"UBAHUEKWEM C.P.S II, IHALA, ANAMBRA",5.8516439,6.8511814,0,73,0,0
"NKWOGBE P/S II, IHALA, ANAMBRA",5.8569069,6.7955832,1,65,0,1
"UBAHUEKWEM COMM. PRIMARY SCHOOL I, IHALA, ANAMBRA",5.7896379,6.8641406,0,93,0,0
"UBAHUEKWEM COMM. PRIMARY SCHOOL II, IHALA, ANAMBRA",5.7896379,6.8641406,0,86,0,0
"AFOR IGWE P/S II, IHALA, ANAMBRA",6.1637619,6.9183277,0,73,0,0
"OGBOLO PREMIER SCHOOL II, IHALA, ANAMBRA",5.8569069,6.7955832,0,22,0,0
"AKWA P/S II, IHALA, ANAMBRA",5.8569069,6.7955832,0,74,0,1
"OGBOLO PRIMARY SCHOOL, IHALA, ANAMBRA",5.8569069,6.7955832,0,46,0,0
"UMUHU HALL, IHALA, ANAMBRA",5.4628442,7.2518004,0,147,0,0
"OBOM ISIEHI VILLAGE SQUARE, IHALA, ANAMBRA",5.8569069,6.7955832,0,0,0,0
"OBOM UBAHUAGBUGBA VILLAGE SQUARE I, IHALA, ANAMBRA",5.8516439,6.8511814,0,90,0,0
"UMUDIAPANI VILLAGE SQUARE, IHALA, ANAMBRA",5.8569069,6.7955832,0,156,0,0
"OKIJA COMM. SCHOOL, IHALA, ANAMBRA",5.8993699,6.8354349,0,112,1,0
"UMUEZEDAM VILLAGE HALL, IHALA, ANAMBRA",5.8516439,6.8511814,0,174,0,0
"EZEGEDEGWU P/SCHOOL, IHALA, ANAMBRA",5.8569069,6.7955832,0,157,0,0
"UBAHU COMM. SCHOOL, IHALA, ANAMBRA",5.9225158,6.8692526,0,153,0,0
"UBAHU EZIKE VILLAGE HALL I, IHALA, ANAMBRA",5.8569069,6.7955832,2,75,1,0
"OBOM ETITE UBAHU HALL, IHALA, ANAMBRA",5.8569069,6.7955832,0,137,0,0
"EZEGEDEGWU VILLAGE SQUARE, IHALA, ANAMBRA",5.8516439,6.8511814,0,1,3,0
"OBOM UBAHUGBUGBA VILLAGE SQUARE II, IHALA, ANAMBRA",5.8569069,6.7955832,0,69,0,0
"UBAHU EZIKE VILLAGE HALL II, IHALA, ANAMBRA",5.8569069,6.7955832,1,43,1,0
"IGWUGWUABO VILLAGE SQUARE, IHALA, ANAMBRA",5.8569069,6.7955832,0,75,0,0
"EZIEKE P/S I, IHALA, ANAMBRA",6.3253831,6.7503268,0,144,0,0
"GIRLS SEC. SCHOOL, OKIJA I, IHALA, ANAMBRA",5.8993699,6.8354349,0,48,0,0
"UGHAKU VILLAGE SQUARE II, IHALA, ANAMBRA",5.8516439,6.8511814,0,67,0,0
"UMUEZEANI VILLAGE SQUARE, IHALA, ANAMBRA",5.8516439,6.8511814,0,115,0,0
"ANUKA VILLAGE SQUARE, IHALA, ANAMBRA",5.8569069,6.7955832,1,45,0,0
"NDUMANYA HALL, IHALA, ANAMBRA",5.8569069,6.7955832,1,100,1,1
"EZULU VILLAGE SQUARE, IHALA, ANAMBRA",5.8569069,6.7955832,1,106,0,0
"UMUOHI COMM. SCHOOL I, IHALA, ANAMBRA",5.8516439,6.8511814,0,113,0,0
"EZIEKE P/S II, IHALA, ANAMBRA",6.3253831,6.7503268,0,103,0,0
"UGHAKU VILLAGE SQUARE I, IHALA, ANAMBRA",5.8516439,6.8511814,0,61,0,0
"ELUEM VILLAGE SQUARE I, IHALA, ANAMBRA",5.8516439,6.8511814,1,77,0,0
"GIRLS SEC. SCHOOL, OKIJA II, IHALA, ANAMBRA",5.8993699,6.8354349,0,82,0,0
"ELUEM VILLAGE SQUARE II, IHALA, ANAMBRA",5.8569069,6.7955832,0,55,0,0
"OGHALEGBU P/S I, IHALA, ANAMBRA",5.9150652,6.8247203,0,90,0,0
"OKPARASAGU VILLAGE SQUARE I, IHALA, ANAMBRA",5.8569069,6.7955832,0,76,1,0
"OBOM UMUIGWE I, IHALA, ANAMBRA",5.8569069,6.7955832,0,21,0,0
"UHUOWELLE VILLAGE SQUARE I, IHALA, ANAMBRA",5.8569069,6.7955832,0,61,0,0
"OBOM UMUAGU I, IHALA, ANAMBRA",5.8569069,6.7955832,1,80,0,0
"OBOM UMUAGU II, IHALA, ANAMBRA",5.8569069,6.7955832,0,48,2,0
"OGHALEGBU P/S II, IHALA, ANAMBRA",5.9150652,6.8247203,0,88,1,0
"OKPARASAGU VILLAGE SQUARE II, IHALA, ANAMBRA",5.8569069,6.7955832,0,31,0,0
"OBOM IHUAMAFOJORO I, IHALA, ANAMBRA",5.8569069,6.7955832,0,56,0,0
"OBOM IHUAMAFOJORO II, IHALA, ANAMBRA",5.8569069,6.7955832,0,45,0,0
"UMUZU MAINLAND, IHALA, ANAMBRA",5.8569069,6.7955832,0,51,0,0
"OBOM UMUAGU III, IHALA, ANAMBRA",5.8569069,6.7955832,0,29,0,0
"C.S.S OKIJA I, IHALA, ANAMBRA",5.8516439,6.8511814,0,75,0,0
"UHUOBO COMM. SCHOOL, IHALA, ANAMBRA",5.9045243,6.8321972,0,76,1,0
"OKIJA P/S, IHALA, ANAMBRA",5.8993699,6.8354349,0,56,2,0
"OBOM OHUKABIA, IHALA, ANAMBRA",5.8569069,6.7955832,0,41,0,0
"UMUATUEGWU P/S, IHALA, ANAMBRA",5.8516439,6.8511814,0,0,0,0
"UMUOFOR VILLAGE HALL I, IHALA, ANAMBRA",5.8569069,6.7955832,0,73,7,0
"OKIJA C/SCH., IHALA, ANAMBRA",5.8993699,6.8354349,1,52,1,0
"OBOM AGUEZE UMUOFOR, IHALA, ANAMBRA",5.9056065,6.8501731,0,109,0,0
"UBAHUDARA P/SCHOOL I, IHALA, ANAMBRA",5.8569069,6.7955832,0,66,0,0
"UMUDARUZU VILLAGE SQUARE I, IHALA, ANAMBRA",5.8569069,6.7955832,0,0,0,0
"UBAHUMONUM P/S, IHALA, ANAMBRA",5.8970651,6.8385044,0,189,0,0
"ISIEKE P/S, IHALA, ANAMBRA",5.8509878,6.9048148,0,84,0,0
"OBOM UMUEZEAGWUTE VILLAGE SQUARE, IHALA, ANAMBRA",5.8516439,6.8511814,0,0,0,0
"UBAHUDARA P/SCHOOL II, IHALA, ANAMBRA",5.8516439,6.8511814,0,44,0,0
"UMUDARUZU VILLAGE SQUARE II, IHALA, ANAMBRA",5.8569069,6.7955832,0,49,0,0
"OBOM UMUEZEAGWUTE I, IHALA, ANAMBRA",5.8516439,6.8511814,0,45,0,1
"UBAHUDARA, IHALA, ANAMBRA",5.8167,6.8167,0,32,0,0
"UMUDARUZU VILLAGE SQUARE III, IHALA, ANAMBRA",5.8569069,6.7955832,0,58,0,1
"OBOM UMUEZEAGWUTE II, IHALA, ANAMBRA",5.8516439,6.8511814,0,36,1,0
"OBOM UMUNNOHA, IHALA, ANAMBRA",5.8569069,6.7955832,0,46,0,0
"OBOM UMUEZE ORA, IHALA, ANAMBRA",6.3257805,6.8190224,0,102,0,0
"ALUORA CENTRAL SCHOOL, IHALA, ANAMBRA",5.8569069,6.7955832,0,113,0,0
"NDINWANEDO CENTRAL SCHOOL, IHALA, ANAMBRA",5.8569069,6.7955832,0,0,0,0
"UMUAKU CENTRAL SCHOOL, IHALA, ANAMBRA",5.8569069,6.7955832,0,47,0,0
"AGWU/OTIKPO I, IHALA, ANAMBRA",5.8569069,6.7955832,0,30,0,0
"ULI COMM. SCHOOL I, IHALA, ANAMBRA",5.7808097,6.8592236,0,73,0,0
"ULI COMM. SCHOOL II, IHALA, ANAMBRA",5.8516439,6.8511814,0,32,0,0
"NDIAKABA CENTRAL SCHOOL II, IHALA, ANAMBRA",5.8569069,6.7955832,0,25,0,0
"ST. MARKS P/S, IHALA, ANAMBRA",5.8569069,6.7955832,0,0,0,0
"ULI COMM. SCHOOL III, IHALA, ANAMBRA",5.8516439,6.8511814,0,34,0,0
"AGWU/OTIKPO II, IHALA, ANAMBRA",5.8569069,6.7955832,0,25,0,0
"UMUCHIMA P/S, IHALA, ANAMBRA",5.8569069,6.7955832,1,220,0,0
"NDIAKABA CENTRAL SCHOOL III, IHALA, ANAMBRA",5.8569069,6.7955832,0,19,0,0
"UMUOMA C/S I, IHALA, ANAMBRA",5.784066,6.833425,0,0,0,0
"NDIUMERALU P/S I, IHALA, ANAMBRA",5.8569069,6.7955832,0,3,0,0
"UMUOMA C/S II, IHALA, ANAMBRA",5.784066,6.833425,0,16,0,0
"NDIUMERAKU P/S II, IHALA, ANAMBRA",5.8569069,6.7955832,0,11,0,0
"UMERAKU VILLAGE SQUARE I, IHALA, ANAMBRA",5.8569069,6.7955832,0,12,0,0
"UMUOMA C/S III, IHALA, ANAMBRA",5.784066,6.833425,0,7,0,0
"UMUOMA C/S IV, IHALA, ANAMBRA",5.784066,6.833425,0,7,0,0
"UMUDIKE VILLAGE SQUARE I, IHALA, ANAMBRA",5.4800614,7.5436801,0,116,0,0
"UZOAKWA CENTRAL SCHOOL I, IHALA, ANAMBRA",5.8723502,6.855462,1,80,0,0
"ABBOT GIRLS SECONDARY SCHOOL I, IHALA, ANAMBRA",5.8720625,6.8616719,1,107,0,2
"ABBOT GIRLS SECONDARY SCHOOL I, IHALA, ANAMBRA",5.8720625,6.8616719,0,97,2,0
"UMUEGOROM VILLAGE SQUARE I, IHALA, ANAMBRA",5.8569069,6.7955832,0,73,0,0
"UZOAKWA PRIMARY SCHOOL I, IHALA, ANAMBRA",5.8723502,6.855462,0,91,0,0
"UZOAKWA CENTRAL SCHOOL II, IHALA, ANAMBRA",5.8723502,6.855462,0,55,0,0
"UZOAKWA CENTRAL SCHOOL II, IHALA, ANAMBRA",5.8723502,6.855462,0,62,3,2
"UZOAKWA CENTRAL SCHOOL III, IHALA, ANAMBRA",5.8723502,6.855462,0,43,0,0
"ABBOT GIRLS SECONDARY SCHOOL II, IHALA, ANAMBRA",5.8720625,6.8616719,0,83,0,1
"ABBOT GIRLS SECONDARY SCHOOL II, IHALA, ANAMBRA",5.8720625,6.8616719,0,62,0,0
"UZOAKWA PRIMARY SCHOOL II, IHALA, ANAMBRA",5.8723502,6.855462,0,94,0,1
"UMUDIKE VILLAGE SQUARE II, IHALA, ANAMBRA",5.4800614,7.5436801,1,91,0,0
"UZOAKWA COMM. SCHOOL II, IHALA, ANAMBRA",5.8852705,6.8678636,0,129,0,1
"UZOAKWA COMM. SCHOOL II, NJIKOKA, ANAMBRA",6.178444,6.9880335,1,188,19,0
